"CODE","TYPE","DS","DSL","SEQ_NO","FMG_LOCK","START_DATE","END_DATE","SUB_TYPE","LABEL_CLUSTER_ID"
"1025",INSURANCE_CARRIER,American Physicians Assurance Corp,American Physicians Assurance Corp,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1026",INSURANCE_CARRIER,American Phys Ins Exc,American Physicians Insurance Exchange,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1027",INSURANCE_CARRIER,American Prof Agency Inc,American Prof Agency Inc,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1028",INSURANCE_CARRIER,American Protection Ins Co,American Protection Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1029",INSURANCE_CARRIER,"American States (NIF) Brown & Brown of LV, INC.","American States (NIF) Brown & Brown of LV, INC.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1030",INSURANCE_CARRIER,AMS RRG,Applied Medico-Legal Solutions Risk Retention Group,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1031",INSURANCE_CARRIER,Anesthesiologist Professional Asr Co,Anesthesiologist Professional Asr Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1032",INSURANCE_CARRIER,Aon Insurance Management (Bermuda) Ltd.,Aon Insurance Management (Bermuda) Ltd.,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1033",INSURANCE_CARRIER,Aon Risk Services,Aon Risk Services,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1034",INSURANCE_CARRIER,Applied MLS RRC Inc,"Applied Medico-Legal Solutions RRC, Inc",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
INS2,INSURANCE_CARRIER,Insurance Carrier 2,,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
LLOYD,INSURANCE_CARRIER,A I Lloyds Ins Co,A I Lloyds Ins Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
AAOMS,INSURANCE_CARRIER,"Aaoms National Ins Co, Rrg",,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1310",INSURANCE_CARRIER,Self Funded,,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1035",INSURANCE_CARRIER,Arbella Protection Insurance,Arbella Protection Insurance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1036",INSURANCE_CARRIER,Arch Insurance Company,Arch Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1037",INSURANCE_CARRIER,ARCH Specialty Ins Co,ARCH Specialty Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1038",INSURANCE_CARRIER,Arizona Medical Board,Arizona Medical Board,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1039",INSURANCE_CARRIER,"Arthur J. Gallagher of Texas, Inc.","Arthur J. Gallagher of Texas, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1040",INSURANCE_CARRIER,Ascension Health,Ascension Health Self-Insurance Trust Account,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1041",INSURANCE_CARRIER,Associated Physicians Ins Co,Associated Physicians Ins Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1042",INSURANCE_CARRIER,AssureSouth Inc,AssureSouth Inc,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1043",INSURANCE_CARRIER,"ATLANTIC INSURANCE EXCHANGE c/o Solaris Health Systems, Inc.","ATLANTIC INSURANCE EXCHANGE c/o Solaris Health Systems, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1044",INSURANCE_CARRIER,Baylor College of Medicine,Baylor College of Medicine,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1045",INSURANCE_CARRIER,BC SZERLIP INSURANCE AGENCY,BC SZERLIP INSURANCE AGENCY,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1046",INSURANCE_CARRIER,Beth Israel Medical Center,Beth Israel Medical Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1047",INSURANCE_CARRIER,"Bill Beatty Insurance Agency, INC","Bill Beatty Insurance Agency, INC",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1048",INSURANCE_CARRIER,Bon Secours(SMH),Bon Secours(SMH),1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1049",INSURANCE_CARRIER,BORDEN PREMAN INSURANCE AGENCY,BORDEN PREMAN INSURANCE AGENCY,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1050",INSURANCE_CARRIER,Caduceus Self Insurance Fund,Caduceus Self Insurance Fund,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1051",INSURANCE_CARRIER,CAP- MPT (Mutual Protection Trust),CAP- MPT (Mutual Protection Trust),1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1052",INSURANCE_CARRIER,Capital Region Insurance Company (JLT Risk Solutions (Cayman,Capital Region Insurance Company (JLT Risk Solutions (Cayman,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1053",INSURANCE_CARRIER,Care Prof Liabil Assc RRG,Care Prof Liabil Assc RRG,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1054",INSURANCE_CARRIER,Casualty Ins Co,Casualty Ins Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1055",INSURANCE_CARRIER,Centurion Medical Liability Protective Insurance,Centurion Medical Liability Protective Insurance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1056",INSURANCE_CARRIER,"CHESTNUT RISK SERVICES (CATHEDRAL HEALTH SERVICES, INC.)","CHESTNUT RISK SERVICES (CATHEDRAL HEALTH SERVICES, INC.)",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1057",INSURANCE_CARRIER,Chicago Hospital Risk Pooling Program,Chicago Hospital Risk Pooling Program,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1058",INSURANCE_CARRIER,Chicago Insurance Co,Chicago Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1059",INSURANCE_CARRIER,Chicago Mutual Liability Co,Chicago Mutual Liability Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1060",INSURANCE_CARRIER,CHIROPRACTIC BENEFIT SERVICES GROUP C/O SSA SPECIAL PROGRAMS,CHIROPRACTIC BENEFIT SERVICES GROUP C/O SSA SPECIAL PROGRAMS,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1061",INSURANCE_CARRIER,Chubb Executive Risk,Chubb Executive Risk,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1062",INSURANCE_CARRIER,Cigna Ins Co of Illinois,Cigna Ins Co of Illinois,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1063",INSURANCE_CARRIER,Cigna Ins Co of Texas,Cigna Insurance Company of Texas,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1064",INSURANCE_CARRIER,Cim Ins Corp,Cim Insurance Corp,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1065",INSURANCE_CARRIER,CLA INSURANCE,CLA INSURANCE,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1066",INSURANCE_CARRIER,Cm Insurance Company Inc,Cm Insurance Company Inc,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1067",INSURANCE_CARRIER,"CM&F Group, Inc.","CM&F Group, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1068",INSURANCE_CARRIER,Cna Health Pro,Cna Health Pro,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1069",INSURANCE_CARRIER,CNA Insurance Co,CNA Insurance Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1070",INSURANCE_CARRIER,Columbia Casualty Co,"Columbia Casualty Company (B.G.Balmer & Co., Inc.)",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1071",INSURANCE_CARRIER,"COMMERCIAL INS. CO. OF NEWARK, NJ","COMMERCIAL INS. CO. OF NEWARK, NJ",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1072",INSURANCE_CARRIER,Community Ins GRP SPC,"Community Insurance Group SPC, Ltd",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1073",INSURANCE_CARRIER,Compass Insurance Agency,Compass Insurance Agency,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1074",INSURANCE_CARRIER,Constitutional Casualty Co,Constitutional Casualty Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1075",INSURANCE_CARRIER,Continental Casualty,Continental Casualty,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1076",INSURANCE_CARRIER,Continental Casualty A CNA Company,Continental Casualty A CNA Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1077",INSURANCE_CARRIER,"Continental Casualty Company/MARSH USA, Inc.","Continental Casualty Company/MARSH USA, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1078",INSURANCE_CARRIER,"CONTINENTAL INSURANCE CO. OF NEWARK, NJ","CONTINENTAL INSURANCE CO. OF NEWARK, NJ",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1079",INSURANCE_CARRIER,CONVENTUS Inter-Insurance Exchange,CONVENTUS Inter-Insurance Exchange,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1080",INSURANCE_CARRIER,COOPER HEALTH SYSTEM,COOPER HEALTH SYSTEM,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1081",INSURANCE_CARRIER,COVENTUS INTER INSURANCE EXCHANGE,COVENTUS INTER INSURANCE EXCHANGE,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1082",INSURANCE_CARRIER,Darwin Natl Assurance Co,Darwin National Assurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1083",INSURANCE_CARRIER,Daughter of Charity Self Insurance Trust,Daughter of Charity Self Insurance Trust,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1084",INSURANCE_CARRIER,Deborah Heart and Lung Center,Deborah Heart and Lung Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1085",INSURANCE_CARRIER,DEBORAH HEART AND LUNG CENTER SELF INSURED,DEBORAH HEART AND LUNG CENTER SELF INSURED,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1086",INSURANCE_CARRIER,HRSA,Health Resource & Services Administration,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1087",INSURANCE_CARRIER,Doctors Co Interins Exch,Doctors Co Interins Exch,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1088",INSURANCE_CARRIER,Dr's Co Insurance Group,Dr's Co Insurance Group,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1089",INSURANCE_CARRIER,Eagle American Ins Co,Eagle American Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1090",INSURANCE_CARRIER,Eagle Ins Co,Eagle Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1091",INSURANCE_CARRIER,Evanston Ins Co,Evanston Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1092",INSURANCE_CARRIER,Evanston NW Healthcare,Evanston Northwestern Healthcare Corporation,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1093",INSURANCE_CARRIER,Everest Indemnity Ins Co,Everest Indemnity Insurance Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1094",INSURANCE_CARRIER,Everest National Ins Co,Everest National Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1095",INSURANCE_CARRIER,Exec Risk Indemnity Inc,Exec Risk Indemnity Inc,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1096",INSURANCE_CARRIER,Federal Tort Claims Act,Federal Tort Claims Act,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1097",INSURANCE_CARRIER,Financial Responsability Statement,Financial Responsability Statement,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1098",INSURANCE_CARRIER,First Prof Ins Co,First Professionals Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1099",INSURANCE_CARRIER,FL Healthcare Providers Ins Exchange,Florida Healthcare Providers Insurance Exchange,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1100",INSURANCE_CARRIER,FPIC Insurance Group Inc,Florida Physicians Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1101",INSURANCE_CARRIER,Franklin Casualty Ins Co,Franklin Casualty Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1102",INSURANCE_CARRIER,FTCA,FTCA,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1103",INSURANCE_CARRIER,Gallagher Healthcare,Gallagher Healthcare,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1104",INSURANCE_CARRIER,GE Medical Protective,GE Medical Protective,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1105",INSURANCE_CARRIER,General Star Indemnity Co,General Star Indemnity Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1106",INSURANCE_CARRIER,Granite State Ins Co,Granite State Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1107",INSURANCE_CARRIER,Gulf Insurance Co,Gulf Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1108",INSURANCE_CARRIER,Hackensack Medical Center,Hackensack Medical Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1109",INSURANCE_CARRIER,Hanys Ins Co,Hanys Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1110",INSURANCE_CARRIER,Harford Mutual Ins Co,Harford Mutual Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1111",INSURANCE_CARRIER,Harlingen Physicians Network Self Insurance Plan,Harlingen Physicians Network Self Insurance Plan,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1112",INSURANCE_CARRIER,Hartford Casualty Insurance Company,Hartford Casualty Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1113",INSURANCE_CARRIER,Health Care Indemnity,"Health Care Indemnity, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1114",INSURANCE_CARRIER,Health Care Ins Co,Health Care Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1115",INSURANCE_CARRIER,Health Care Insurance Company(Princeton Ins.),Health Care Insurance Company(Princeton Ins.),1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1116",INSURANCE_CARRIER,"Health Care Purchasing Group, Inc.","Health Care Purchasing Group, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1117",INSURANCE_CARRIER,Health Providers Insurance Co,Health Providers Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1118",INSURANCE_CARRIER,Health Resource & Services Administration,Health Resource & Services Administration,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1119",INSURANCE_CARRIER,"Health Resources, Inc.","Health Resources, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1120",INSURANCE_CARRIER,HealthCare Plus Insurance Agency,HealthCare Plus Insurance Agency,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1121",INSURANCE_CARRIER,Healthcare Provider Ins,Healthcare Provider Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1122",INSURANCE_CARRIER,Healthcare Providers Service Organization,Healthcare Providers Service Organization,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1123",INSURANCE_CARRIER,Healthcare Underwriters,Healthcare Underwriters,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1124",INSURANCE_CARRIER,Hoboken University Medical Center,Hoboken University Medical Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1125",INSURANCE_CARRIER,Horizons Insurance Group,Horizons Insurance Group,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1126",INSURANCE_CARRIER,Hospital Underwriting Grp Inc,Hospital Underwriting Group Inc,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1127",INSURANCE_CARRIER,Hpso (health Providers Service Organizational,Hpso (health Providers Service Organizational,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1128",INSURANCE_CARRIER,HRSA Notice - Grant Award,Health Resources and Services Administration,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1129",INSURANCE_CARRIER,Hudson Ins Co,Hudson Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1130",INSURANCE_CARRIER,Hudson Specialty,Hudson Specialty,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1131",INSURANCE_CARRIER,Illinois Union Ins Co,Illinois Union Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1132",INSURANCE_CARRIER,Interstate Fire & Casualty Co,Interstate Fire & Casualty Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1133",INSURANCE_CARRIER,Interstate Ins Co,Interstate Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1134",INSURANCE_CARRIER,Interstate Insurance Group,Interstate Insurance Group,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1135",INSURANCE_CARRIER,J.M. Patton Associates,J.M. Patton Associates,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1136",INSURANCE_CARRIER,James River Ins Co,James River Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1137",INSURANCE_CARRIER,Joint Commission on Accreditation of Healthcare Organization,Joint Commission on Accreditation of Healthcare Organization,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1138",INSURANCE_CARRIER,Joint Underwriting Association,Joint Underwriting Association,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1139",INSURANCE_CARRIER,Kansas Medical Mutual Insurance Company - Kmmco,Kansas Medical Mutual Insurance Company - Kmmco,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1140",INSURANCE_CARRIER,KEANE Insurance Group,KEANE Insurance Group,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1141",INSURANCE_CARRIER,Kessler Institute For Rehabilitation - West Orange Facility,Kessler Institute For Rehabilitation - West Orange Facility,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1142",INSURANCE_CARRIER,Landmark Ins Co,Landmark Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1143",INSURANCE_CARRIER,Landmark Medical Center,Landmark Medical Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1144",INSURANCE_CARRIER,Lexington Ins Co,Lexington Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1145",INSURANCE_CARRIER,Lexington Medical Center,Lexington Medical Center,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1146",INSURANCE_CARRIER,Liberty Mutual Ins Co,Liberty Mutual Insurance Company,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1147",INSURANCE_CARRIER,Lloyds Of London,Lloyds Of London,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1148",INSURANCE_CARRIER,"Madeley & Company, Inc.","Madeley & Company, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1149",INSURANCE_CARRIER,MAG Mutual Ins Co,MAG Mutual Insurance Co,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1150",INSURANCE_CARRIER,"Marsh USA, Inc.","Marsh USA, Inc.",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1151",INSURANCE_CARRIER,Maryland Casualty Ins,Maryland Casualty Insurance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1152",INSURANCE_CARRIER,Maryland General Health System,Maryland General Health System,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1153",INSURANCE_CARRIER,Maryland Medicine Comprehensive Insurance Program,Maryland Medicine Comprehensive Insurance Program,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1154",INSURANCE_CARRIER,"MCIC VERMONT, INC RRG","MCIC VERMONT, INC RISK RETENTION GROUP",1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1155",INSURANCE_CARRIER,MD ADVANTAGE INSURANCE COMPANY OF NEW JERSEY,MD ADVANTAGE INSURANCE COMPANY OF NEW JERSEY,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1156",INSURANCE_CARRIER,Med Plus,Med Plus,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1157",INSURANCE_CARRIER,Medical Assurance,Medical Assurance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1158",INSURANCE_CARRIER,Medical Liability Alliance,Medical Liability Alliance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
"1159",INSURANCE_CARRIER,Medical Liability Mutual Ins,Medical Liability Mutual Insurance,1,Y,1800-01-01 00:00:00.000,4000-01-01 00:00:00.000,,1
